the_geom,lat,long,station_name,borough,train_lines,service,unit,c-a,ct_median_income_2018_ACS,ct_shape_leng,ct_shape_area
0101000020E610000085EB51B81E7652C0CA6B257497604440,40.754622,-73.845625,METS-WILLETS PT,Queens,7,IRT,R532G,R328,"$21,128",62825.10862,54758505.23
0101000020E610000085EB51B81E7652C0CA6B257497604440,40.754622,-73.845625,METS-WILLETS PT,Queens,7,IRT,R532H,R328,"$21,128",62825.10862,54758505.23
0101000020E610000072C45A7C0A7652C08192020B605C4440,40.721681,-73.84439,FOREST HILLS-71,Queens,EFMR,IND,N333A,R141,"$96,960",7295.047446,2410955.703
0101000020E610000072C45A7C0A7652C08192020B605C4440,40.721681,-73.84439,FOREST HILLS-71,Queens,EFMR,IND,N333,R141,"$96,960",7295.047446,2410955.703
0101000020E610000072C45A7C0A7652C08192020B605C4440,40.721681,-73.84439,FOREST HILLS-71,Queens,EFMR,IND,N333B,R141,"$96,960",7295.047446,2410955.703
0101000020E6100000664AEB6F097652C0EA5910CAFB584440,40.695184,-73.844326,104 ST,Queens,JZ,BMT,J034,R007,"$83,571",6189.626656,1593309.112
0101000020E61000006A6803B0017652C0FF1F274C18574440,40.680429,-73.843853,ROCKAWAY BLVD,Queens,A,IND,N134,R385,"$23,559",7843.602298,3519431.536
0101000020E61000006A6803B0017652C0FF1F274C18574440,40.680429,-73.843853,ROCKAWAY BLVD,Queens,A,IND,N135,R385,"$23,559",7843.602298,3519431.536
0101000020E61000004206F2ECF27552C00516C094816B4440,40.839892,-73.842952,WESTCHESTER SQ,Bronx,6,IRT,R420,R107,"$41,313",10985.00155,3678684.304
0101000020E61000009CA38E8EAB7552C09337C0CC77704440,40.878656,-73.838596,BAYCHESTER AVE,Bronx,5,IRT,R729,R292,"$50,375",23149.80761,10306194.4
0101000020E610000069C70DBF9B7552C0139B8F6B43574440,40.681745,-73.837631,OXFORD-104 ST,Queens,A,IND,N137,R354,"$29,264",6398.945814,2029245.426
0101000020E61000006A2FA2ED987552C08C6A11514C4A4440,40.580454,-73.837459,ROCKAWAY PK 116,Queens,AS,IND,N187,R419,"$65,417",13397.53148,8701237.645
0101000020E6100000601DC70F957552C0CFF6E80DF75B4440,40.718477,-73.837223,75 AVE,Queens,EF,IND,N334B,R341,"$86,750",7992.79538,2126244.483
0101000020E6100000417FA1478C7552C067614F3BFC6B4440,40.843635,-73.836687,MIDDLETOWN ROAD,Bronx,6,IRT,R421,R427,"$53,000",6495.373153,1832956.454
0101000020E61000003E78EDD2867552C09088299144594440,40.697405,-73.836354,111 ST,Queens,J,BMT,J035,R008,"$124,699",6137.103837,2103190.187
0101000020E6100000E63DCE34617552C0A20914B188554440,40.668234,-73.834058,AQUEDUCT-N CNDT,Queens,A,IND,N181,R357,"$62,388",9332.995765,4705164.713
0101000020E6100000E08096AE607552C00EC0064488554440,40.668221,-73.834026,AQUEDUCT TRACK,Queens,A,IND,N181A,R464,"$63,333",14997.10483,12090470.97
0101000020E6100000B1DCD26A487552C03259DC7F646C4440,40.846817,-73.832545,BUHRE AVE,Bronx,6,IRT,R422,R428,"$53,000",6495.373153,1832956.454
0101000020E610000091D61874427552C0A647533D99574440,40.684364,-73.832181,GREENWOOD-111,Queens,A,IND,N139,R355,"$64,500",6831.555297,1460890.472
0101000020E610000091D61874427552C0A647533D99574440,40.684364,-73.832181,GREENWOOD-111,Queens,A,IND,N138,R355,"$64,500",6831.555297,1460890.472
0101000020E61000006B2A8BC22E7552C06669A7E6725B4440,40.714444,-73.830979,UNION TPK-KEW G,Queens,EF,IND,N336,R158,"$21,128",62825.10862,54758505.23
0101000020E61000006B2A8BC22E7552C06669A7E6725B4440,40.714444,-73.830979,UNION TPK-KEW G,Queens,EF,IND,N335,R158,"$21,128",62825.10862,54758505.23
0101000020E61000006C787AA52C7552C0226FB9FAB1714440,40.888244,-73.83085,DYRE AVE,Bronx,5,IRT,R730,R431,"$73,600",12428.17807,7465711.764
0101000020E61000004F7633A31F7552C06B6116DA39614440,40.759578,-73.830056,MAIN ST,Queens,7,IRT,R533,R055,"$35,333",7933.213754,2102465.748
0101000020E61000004F7633A31F7552C06B6116DA39614440,40.759578,-73.830056,MAIN ST,Queens,7,IRT,R534,R055,"$35,333",7933.213754,2102465.748
0101000020E610000016A6EF35047552C0D8D5E429AB594440,40.700536,-73.828382,121 ST,Queens,JZ,BMT,J037,R009,"$22,970",7788.964266,2348361.881
0101000020E610000000000000007552C009FEB7921D6D4440,40.852465,-73.828125,PELHAM BAY PARK,Bronx,6,IRT,R423,R429,"$55,903",8560.059335,4490156.66
0101000020E6100000001AA54BFF7452C0F8C610001C6D4440,40.852417,-73.828082,ORCHARD BEACH,Bronx,6,IND,OB01,R459,"$55,903",8560.059335,4490156.66
0101000020E6100000BB9BA73AE47452C0D5EB1681B14A4440,40.583542,-73.82643,BEACH 105 ST,Queens,AS,IND,N186,R418,"$65,417",13397.53148,8701237.645
0101000020E610000082E50819C87452C0D26F5F07CE574440,40.685975,-73.824713,LEFFERTS BLVD,Queens,A,IND,N141,R356,"$45,179",8845.978322,1862499.156
0101000020E6100000E6948098847452C03596B036C65A4440,40.709174,-73.820593,VAN WYCK BLVD,Queens,EF,IND,N337,R255,"$44,514",15263.43402,7078993.093
0101000020E6100000C6C210397D7452C0D2AC6C1FF24A4440,40.585514,-73.820143,BEACH 98 ST,Queens,AS,IND,N185,R417,"$64,688",8656.589004,3813369.49
0101000020E61000005E9CF86A477452C009A4C4AEED594440,40.702566,-73.816859,JAMAICA-VAN WYC,Queens,E,IND,N604,R342,"$44,514",15263.43402,7078993.093
0101000020E6100000FAD346753A7452C0EE26F8A6E94D4440,40.608693,-73.816068,BROAD CHANNEL,Queens,AS,IND,N183,R415,"$85,147",30272.6426,14756841.23
0101000020E6100000D2510E66137452C03080F0A1444B4440,40.588032,-73.813684,BEACH 90 ST,Queens,AS,IND,N184,R416,"$43,520",21766.24101,7609021.166
0101000020E61000005858703FE07352C09E094D124B5A4440,40.705416,-73.810562,SUTPHIN BLVD,Queens,F,IND,N338B,R128,"$50,353",5362.847542,1686741.553
0101000020E61000005858703FE07352C09E094D124B5A4440,40.705416,-73.810562,SUTPHIN BLVD,Queens,F,IND,N338,R128,"$50,353",5362.847542,1686741.553
0101000020E6100000FD169D2CB57352C0C79E3D97A9594440,40.700488,-73.807933,SUTPHIN BLVD,Queens,EJZ,IND,N605,R024,"$59,375",12374.04995,5746083.682
0101000020E6100000B28174B1697352C0D9E90775915A4440,40.707564,-73.803326,PARSONS BLVD,Queens,F,IND,N339A,R114,"$30,625",5717.55591,1897473.67
0101000020E6100000B28174B1697352C0D9E90775915A4440,40.707564,-73.803326,PARSONS BLVD,Queens,F,IND,N339,R114,"$30,625",5717.55591,1897473.67
0101000020E6100000E89FE062457352C0FF40B96DDF594440,40.702131,-73.80111,JAMAICA CENTER,Queens,EJZ,IND,N606,R025,"$62,529",7805.685683,3270870.424
0101000020E6100000E89FE062457352C0FF40B96DDF594440,40.702131,-73.80111,JAMAICA CENTER,Queens,EJZ,IND,N607,R025,"$62,529",7805.685683,3270870.424
0101000020E610000058E36C3A027352C090A4A487A14B4440,40.590867,-73.797011,BEACH 67 ST,Queens,A,IND,N191,R335,"$78,256",18088.76074,8742496.092
0101000020E6100000C286A757CA7252C00E130D52F05A4440,40.710459,-73.7936,169 ST,Queens,F,IND,N340,R115,"$30,938",6262.824035,2381695.318
0101000020E6100000C286A757CA7252C00E130D52F05A4440,40.710459,-73.7936,169 ST,Queens,F,IND,N340A,R115,"$30,938",6262.824035,2381695.318
0101000020E6100000FF0758AB767252C08927BB99D14B4440,40.592334,-73.788493,BEACH 60 ST,Queens,A,IND,N192,R336,"$32,316",13807.99012,6197522.322
0101000020E610000050C763062A7252C07F349C32375B4440,40.712622,-73.783815,JAMAICA-179 ST,Queens,F,IND,N343,R019,"$48,214",6509.98907,2471077.983
0101000020E610000050C763062A7252C07F349C32375B4440,40.712622,-73.783815,JAMAICA-179 ST,Queens,F,IND,N342,R019,"$48,214",6509.98907,2471077.983
0101000020E610000040A20914B17152C0C2C3B46FEE4B4440,40.593214,-73.776433,BEACH 44 ST,Queens,A,IND,N193,R337,"$40,833",10689.11422,4214119.567
0101000020E6100000F0BE2A172A7152C074D4D171354C4440,40.595381,-73.768194,BEACH 36 ST,Queens,A,IND,N194,R338,"$84,881",15224.27417,6273743.666
0101000020E6100000FFCF61BEBC7052C01E8B6D52D14C4440,40.600138,-73.76152,BEACH 25 ST,Queens,A,IND,N195,R358,"$60,294",17104.71994,11195431.66
0101000020E6100000143DF031587052C0842BA0504F4D4440,40.603983,-73.755383,FAR ROCKAWAY,Queens,A,IND,N196,R285,"$60,294",17104.71994,11195431.66
0101000020E610000062BA10AB3F7A52C059F96530466C4440,40.845892,-73.910136,174-175 ST,Bronx,BD,IND,N210,R253,"$31,214",4863.060352,1243187.067
0101000020E610000062BA10AB3F7A52C059F96530466C4440,40.845892,-73.910136,174-175 ST,Bronx,BD,IND,N212,R253,"$31,214",4863.060352,1243187.067
0101000020E6100000DB19A6B6D48052C001344A97FE594440,40.703082,-74.012983,WHITEHALL ST,Manhattan,R1,BMT,A060,R001,"$164,600",16461.00823,3133615.592
0101000020E6100000DB19A6B6D48052C001344A97FE594440,40.703082,-74.012983,WHITEHALL ST,Manhattan,R1,BMT,A058,R001,"$164,600",16461.00823,3133615.592
0101000020E6100000DB19A6B6D48052C001344A97FE594440,40.703082,-74.012983,SOUTH FERRY,Manhattan,R1,IRT,R101S,R001,"$164,600",16461.00823,3133615.592
