the_geom,lat,long,station_name,borough,train_lines,service,unit,c-a,ct_median_income_2018_ACS,ct_shape_leng,ct_shape_area
0101000020E6100000E7FD7F9C307F52C097E315889E584440,40.692338,-73.987342,JAY ST-METROTEC,Brooklyn,ACF,IND,N103,R127,"$136,417",5760.471688,1814052.379
0101000020E6100000E7FD7F9C307F52C097E315889E584440,40.692338,-73.987342,JAY ST-METROTEC,Brooklyn,ACF,IND,N102,R127,"$136,417",5760.471688,1814052.379
0101000020E610000000A8E2C62D7F52C0AE8218E8DA5D4440,40.733243,-73.987169,3 AVE,Manhattan,L,BMT,H005,R330,"$93,077",5563.56269,1927636.944
0101000020E610000000A8E2C62D7F52C0AE8218E8DA5D4440,40.733243,-73.987169,3 AVE,Manhattan,L,BMT,H006,R330,"$93,077",5563.56269,1927636.944
0101000020E6100000EAE74D452A7F52C0A9143B1A874C4440,40.597873,-73.986955,25 AVE,Brooklyn,D,BMT,E015,R399,"$60,792",7431.077921,2379873.959
0101000020E6100000F7AFAC34297F52C00397C79A91594440,40.699756,-73.98689,YORK ST,Brooklyn,F,IND,N530,R301,"$108,250",7513.460228,3139245.362
0101000020E6100000E257ACE1227F52C002F1BA7EC1604440,40.755905,-73.986504,42 ST-TIMES SQ,Manhattan,1237ACENQRS,BMT,A021,R032,"$28,364",5722.090339,1911310.522
0101000020E6100000E257ACE1227F52C002F1BA7EC1604440,40.755905,-73.986504,42 ST-TIMES SQ,Manhattan,1237ACENQRS,IRT,R145,R032,"$28,364",5722.090339,1911310.522
0101000020E6100000E257ACE1227F52C002F1BA7EC1604440,40.755905,-73.986504,42 ST-TIMES SQ,Manhattan,ACENQRS1237,IRT,R143,R032,"$28,364",5722.090339,1911310.522
0101000020E6100000E257ACE1227F52C002F1BA7EC1604440,40.755905,-73.986504,42 ST-TIMES SQ,Manhattan,1237ACENQRS,IRT,R146,R032,"$28,364",5722.090339,1911310.522
0101000020E6100000E257ACE1227F52C002F1BA7EC1604440,40.755905,-73.986504,42 ST-TIMES SQ,Manhattan,1237ACENQRS,IRT,R151,R033,"$28,364",5722.090339,1911310.522
0101000020E6100000E257ACE1227F52C002F1BA7EC1604440,40.755905,-73.986504,42 ST-TIMES SQ,Manhattan,1237ACENQRS,IRT,R148,R033,"$28,364",5722.090339,1911310.522
0101000020E6100000E257ACE1227F52C002F1BA7EC1604440,40.755905,-73.986504,42 ST-TIMES SQ,Manhattan,1237ACENQRS,IRT,R150,R033,"$28,364",5722.090339,1911310.522
0101000020E6100000E257ACE1227F52C002F1BA7EC1604440,40.755905,-73.986504,42 ST-TIMES SQ,Manhattan,1237ACENQRS,IRT,R153,R033,"$28,364",5722.090339,1911310.522
0101000020E6100000E257ACE1227F52C002F1BA7EC1604440,40.755905,-73.986504,42 ST-TIMES SQ,Manhattan,1237ACENQRS,IRT,R147,R033,"$28,364",5722.090339,1911310.522
0101000020E6100000DDB419A7217F52C0BE141E34BB5E4440,40.740088,-73.986429,23 ST,Manhattan,6,IRT,R227,R131,"$52,228",5723.890871,1877721.041
0101000020E6100000DDB419A7217F52C0BE141E34BB5E4440,40.740088,-73.986429,23 ST,Manhattan,6,IRT,R227A,R131,"$52,228",5723.890871,1877721.041
0101000020E6100000DDB419A7217F52C0BE141E34BB5E4440,40.740088,-73.986429,23 ST,Manhattan,6,IRT,R226,R131,"$52,228",5723.890871,1877721.041
0101000020E6100000DDB419A7217F52C0BE141E34BB5E4440,40.740088,-73.986429,23 ST,Manhattan,6,IRT,R226A,R131,"$52,228",5723.890871,1877721.041
0101000020E6100000CF4D9B711A7F52C0F418E59997614440,40.762439,-73.985989,50 ST,Manhattan,CE,IND,N057,R188,"$31,250",5680.123242,1874645.504
0101000020E6100000CF4D9B711A7F52C0F418E59997614440,40.762439,-73.985989,50 ST,Manhattan,CE,IND,N056,R188,"$31,250",5680.123242,1874645.504
0101000020E6100000D53E1D8F197F52C0A070766B99584440,40.692182,-73.985935,JAY ST-METROTEC,Brooklyn,R,BMT,C003,R089,"$136,417",5760.471688,1814052.379
0101000020E6100000D53E1D8F197F52C0A070766B99584440,40.692182,-73.985935,JAY ST-METROTEC,Brooklyn,R,BMT,C004,R089,"$136,417",5760.471688,1814052.379
0101000020E6100000BB438A01127F52C067B8019F1F584440,40.688465,-73.985474,HOYT/SCHERMER,Brooklyn,ACG,IND,N108,R217,"$18,942",5283.85666,1744094.411
0101000020E6100000A7EB89AE0B7F52C07A371614064F4440,40.617373,-73.985088,20 AVE,Brooklyn,N,BMT,D009,R393,"$50,735",6302.394681,1888611.582
0101000020E6100000B39943520B7F52C0EBAC16D863584440,40.690547,-73.985066,HOYT ST,Brooklyn,23,IRT,R606,R225,"$105,042",9618.66407,3310830.172
0101000020E6100000CBDB114E0B7F52C04AB54FC763584440,40.690545,-73.985065,HOYT ST,Brooklyn,23,IRT,R605,R456,$0,7325.293256,1805697.772
0101000020E610000093E1783E037F52C0B45A608F89604440,40.754198,-73.984573,42 ST-BRYANT PK,Manhattan,BDFM7,IND,N503,R021,"$83,605",5690.701888,1862741.736
0101000020E610000093E1783E037F52C0B45A608F89604440,40.754198,-73.984573,42 ST-BRYANT PK,Manhattan,BDFM7,IND,N502,R021,"$83,605",5690.701888,1862741.736
0101000020E610000093E1783E037F52C0B45A608F89604440,40.754198,-73.984573,42 ST-BRYANT PK,Manhattan,BDFM7,IND,N504,R021,"$83,605",5690.701888,1862741.736
0101000020E61000008A03E8F7FD7E52C01A69A9BC1D5F4440,40.743095,-73.984251,28 ST,Manhattan,6,IRT,R228,R143,"$22,750",5723.840786,1878253.785
0101000020E61000008A03E8F7FD7E52C01A69A9BC1D5F4440,40.743095,-73.984251,28 ST,Manhattan,6,IRT,R229,R143,"$22,750",5723.840786,1878253.785
0101000020E61000008A03E8F7FD7E52C01A69A9BC1D5F4440,40.743095,-73.984251,28 ST,Manhattan,6,IRT,R230,R143,"$22,750",5723.840786,1878253.785
0101000020E610000079E6E5B0FB7E52C003B5183C4C614440,40.760139,-73.984112,49 ST-7 AVE,Manhattan,NQR,BMT,A015,R081,"$32,500",5683.937071,1875481.621
0101000020E610000079E6E5B0FB7E52C003B5183C4C614440,40.760139,-73.984112,49 ST-7 AVE,Manhattan,NQR,BMT,A013,R081,"$32,500",5683.937071,1875481.621
0101000020E610000079E6E5B0FB7E52C003B5183C4C614440,40.760139,-73.984112,49 ST-7 AVE,Manhattan,NQR,BMT,A014,R081,"$32,500",5683.937071,1875481.621
0101000020E610000079E6E5B0FB7E52C003B5183C4C614440,40.760139,-73.984112,49 ST-7 AVE,Manhattan,NQR,BMT,A016,R081,"$32,500",5683.937071,1875481.621
0101000020E610000075914259F87E52C02497FF907E614440,40.761675,-73.983908,50 ST,Manhattan,1,IRT,R154,R116,"$31,250",5680.123242,1874645.504
0101000020E610000075914259F87E52C02497FF907E614440,40.761675,-73.983908,50 ST,Manhattan,1,IRT,R155,R116,"$31,250",5680.123242,1874645.504
0101000020E61000006B990CC7F37E52C08D261763604B4440,40.588879,-73.983629,BAY 50 ST,Brooklyn,D,BMT,E016,R400,"$46,250",12485.09265,7193619.678
0101000020E6100000642310AFEB7E52C0F8C1F9D4B1564440,40.677302,-73.983135,UNION ST,Brooklyn,R,BMT,C010,R231,"$28,364",15289.95994,7727266.997
0101000020E6100000642310AFEB7E52C0F8C1F9D4B1564440,40.677302,-73.983135,UNION ST,Brooklyn,R,BMT,C011,R231,"$28,364",15289.95994,7727266.997
0101000020E61000003CC1FEEBDC7E52C083F8C08EFF624440,40.773424,-73.982234,66 ST-LINCOLN,Manhattan,1,IRT,R160A,R164,"$28,008",5690.756446,1880349.983
0101000020E61000003CC1FEEBDC7E52C083F8C08EFF624440,40.773424,-73.982234,66 ST-LINCOLN,Manhattan,1,IRT,R159,R164,"$28,008",5690.756446,1880349.983
0101000020E61000003CC1FEEBDC7E52C083F8C08EFF624440,40.773424,-73.982234,66 ST-LINCOLN,Manhattan,1,IRT,R160,R164,"$28,008",5690.756446,1880349.983
0101000020E61000002CD8463CD97E52C0577A6D36564E4440,40.612006,-73.982009,BAY PKY-22 AVE,Brooklyn,N,BMT,D010,R394,"$54,943",5480.481648,1593340.969
0101000020E61000002CD8463CD97E52C0577A6D36564E4440,40.612006,-73.982009,BAY PKY-22 AVE,Brooklyn,N,BMT,D011,R394,"$54,943",5480.481648,1593340.969
0101000020E61000002CF2EB87D87E52C04F78094E7D604440,40.753824,-73.981966,5 AVE-BRYANT PK,Manhattan,7BDFM,IRT,R501,R054,"$83,605",5690.701888,1862741.736
0101000020E61000002CF2EB87D87E52C04F78094E7D604440,40.753824,-73.981966,5 AVE-BRYANT PK,Manhattan,7BDFM,IRT,R500,R054,"$83,605",5690.701888,1862741.736
0101000020E610000032E36DA5D77E52C0D93D7958A8634440,40.778575,-73.981912,72 ST,Manhattan,123,IRT,R161B,R452,"$17,778",6435.609964,1867947.655
0101000020E610000032E36DA5D77E52C0D93D7958A8634440,40.778575,-73.981912,72 ST,Manhattan,123,IRT,R161A,R452,"$17,778",6435.609964,1867947.655
0101000020E6100000274F594DD77E52C083DDB06D51624440,40.76811,-73.981891,59 ST-COLUMBUS,Manhattan,1ABCD,IND,N049,R084,"$29,242",5836.620055,1898852.959
0101000020E6100000274F594DD77E52C083DDB06D51624440,40.76811,-73.981891,59 ST-COLUMBUS,Manhattan,ABCD1,IND,N051,R084,"$29,242",5836.620055,1898852.959
0101000020E6100000274F594DD77E52C083DDB06D51624440,40.76811,-73.981891,59 ST-COLUMBUS,Manhattan,1ABCD,IRT,R158,R084,"$29,242",5836.620055,1898852.959
0101000020E61000002769FE98D67E52C0D21C59F965584440,40.690612,-73.981848,DEKALB AVE,Brooklyn,BDNQR,BMT,C008,R099,"$105,042",9618.66407,3310830.172
0101000020E61000003317B83CD67E52C04DF6CFD3805F4440,40.746119,-73.981826,33 ST,Manhattan,6,IRT,R231,R176,"$39,154",5722.943809,1877428.871
0101000020E61000003317B83CD67E52C04DF6CFD3805F4440,40.746119,-73.981826,33 ST,Manhattan,6,IRT,R231A,R176,"$39,154",5722.943809,1877428.871
0101000020E61000003317B83CD67E52C04DF6CFD3805F4440,40.746119,-73.981826,33 ST,Manhattan,6,IRT,R232,R176,"$39,154",5722.943809,1877428.871
0101000020E61000003317B83CD67E52C04DF6CFD3805F4440,40.746119,-73.981826,33 ST,Manhattan,6,IRT,R232A,R176,"$39,154",5722.943809,1877428.871
0101000020E610000028B7ED7BD47E52C08ECEF9298E5D4440,40.730901,-73.981719,1 AVE,Manhattan,L,BMT,H007,R248,"$74,965",5503.306723,1718451.636
0101000020E610000028B7ED7BD47E52C08ECEF9298E5D4440,40.730901,-73.981719,1 AVE,Manhattan,L,BMT,H008,R248,"$74,965",5503.306723,1718451.636
0101000020E61000002905DD5ED27E52C070EF1AF4A5614440,40.762877,-73.98159,7 AVE-53 ST,Manhattan,BDE,IND,N301,R113,"$31,250",5680.123242,1874645.504
0101000020E61000002905DD5ED27E52C070EF1AF4A5614440,40.762877,-73.98159,7 AVE-53 ST,Manhattan,BDE,IND,N300,R113,"$31,250",5680.123242,1874645.504
0101000020E6100000200DA7CCCD7E52C0C2853C821B614440,40.758652,-73.981311,47-50 ST-ROCK,Manhattan,BDFM,IND,N500,R020,"$47,917",5737.356245,1887288.313
0101000020E6100000200DA7CCCD7E52C0C2853C821B614440,40.758652,-73.981311,47-50 ST-ROCK,Manhattan,BDFM,IND,N501,R020,"$47,917",5737.356245,1887288.313
0101000020E6100000200DA7CCCD7E52C0C2853C821B614440,40.758652,-73.981311,47-50 ST-ROCK,Manhattan,BDFM,IND,N501A,R020,"$47,917",5737.356245,1887288.313
0101000020E61000002041F163CC7E52C0A77A32FFE8494440,40.577423,-73.981225,STILLWELL AVE,Brooklyn,DFNQ,BMT,G001,R151,"$85,781",5887.339516,2123245.363
0101000020E61000002041F163CC7E52C0A77A32FFE8494440,40.577423,-73.981225,STILLWELL AVE,Brooklyn,DFNQ,BMT,G009,R151,"$85,781",5887.339516,2123245.363
0101000020E6100000F50EB743C37E52C07E6E68CA4E4D4440,40.603967,-73.980668,KINGS HIGHWAY,Brooklyn,N,BMT,D012,R395,"$83,452",5548.580549,1829969.144
0101000020E610000001BD70E7C27E52C0EB39E97DE3614440,40.764755,-73.980646,57 ST-7 AVE,Manhattan,NQR,BMT,A010,R080,"$111,947",6254.815142,2434644.924
0101000020E610000001BD70E7C27E52C0EB39E97DE3614440,40.764755,-73.980646,57 ST-7 AVE,Manhattan,NQR,BMT,A011,R080,"$111,947",6254.815142,2434644.924
0101000020E6100000F790F0BDBF7E52C0E1ECD63219584440,40.688269,-73.980453,NEVINS ST,Brooklyn,2345,IRT,R608,R056,"$18,511",6435.6038,1773979.493
0101000020E6100000F790F0BDBF7E52C0E1ECD63219584440,40.688269,-73.980453,NEVINS ST,Brooklyn,2345,IRT,R609,R056,"$18,511",6435.6038,1773979.493
0101000020E6100000F8DEDFA0BD7E52C00B0E2F8848554440,40.666276,-73.980324,7 AV-PARK SLOPE,Brooklyn,FG,IND,N539A,R288,"$33,700",5175.221646,1607114.126
0101000020E6100000E486DF4DB77E52C00420EEEA55644440,40.783872,-73.979938,79 ST,Manhattan,1,IRT,R162,R166,"$31,902",7990.420409,2195172.132
0101000020E6100000E486DF4DB77E52C00420EEEA55644440,40.783872,-73.979938,79 ST,Manhattan,1,IRT,R163,R166,"$31,902",7990.420409,2195172.132
0101000020E6100000D505BCCCB07E52C09D2CB5DE6F524440,40.644039,-73.979541,CHURCH AVE,Brooklyn,FG,IND,N546,R204,"$74,879",7240.570861,2184807.814
0101000020E6100000D505BCCCB07E52C09D2CB5DE6F524440,40.644039,-73.979541,CHURCH AVE,Brooklyn,FG,IND,N545,R204,"$74,879",7240.570861,2184807.814
0101000020E6100000CF488446B07E52C01A88653387544440,40.660376,-73.979509,15 ST-PROSPECT,Brooklyn,FG,IND,N542,R241,"$28,601",6152.549694,2257354.468
0101000020E6100000CF488446B07E52C01A88653387544440,40.660376,-73.979509,15 ST-PROSPECT,Brooklyn,FG,IND,N541,R241,"$28,601",6152.549694,2257354.468
0101000020E6100000C5025FD1AD7E52C06EF9484A7A4C4440,40.597482,-73.979359,AVE U,Brooklyn,N,BMT,D015,R396,"$51,979",6639.763571,2058373.047
0101000020E61000009F2287889B7E52C0E28FA2CEDC4B4440,40.592676,-73.978243,86 ST,Brooklyn,N,BMT,D016,R397,"$52,455",7289.706914,2704025.384
0101000020E610000093A8177C9A7E52C0DAACFA5C6D514440,40.63615,-73.978179,DITMAS AVE,Brooklyn,F,IND,N548,R420,"$48,750",7156.659691,1888238.792
0101000020E610000093A8177C9A7E52C0DAACFA5C6D514440,40.63615,-73.978179,DITMAS AVE,Brooklyn,F,IND,N547,R420,"$48,750",7156.659691,1888238.792
0101000020E6100000812040868E7E52C039B4C876BE614440,40.763625,-73.977449,57 ST,Manhattan,F,IND,N600,R302,"$138,235",3716.147101,856164.3695
0101000020E61000007C6308008E7E52C0ABB35A608F574440,40.684063,-73.977417,ATLANTIC AVE,Brooklyn,2345BDNQR,BMT,B001,R057,"$30,490",5043.325465,1433175.153
0101000020E61000007C6308008E7E52C0ABB35A608F574440,40.684063,-73.977417,ATLANTIC AVE,Brooklyn,BDNQR2345,BMT,B002,R057,"$30,490",5043.325465,1433175.153
0101000020E61000007C6308008E7E52C0ABB35A608F574440,40.684063,-73.977417,PACIFIC ST,Brooklyn,BDNQR2345,BMT,C009,R057,"$30,490",5043.325465,1433175.153
0101000020E61000007C6308008E7E52C0ABB35A608F574440,40.684063,-73.977417,ATLANTIC AVE,Brooklyn,2345BDNQR,IRT,R610,R057,"$30,490",5043.325465,1433175.153
0101000020E61000006C94F59B897E52C096AFCBF09F504440,40.629881,-73.977149,18 AVE,Brooklyn,F,IND,N549,R242,"$36,007",7553.380871,2236222.6
0101000020E61000006C94F59B897E52C096AFCBF09F504440,40.629881,-73.977149,18 AVE,Brooklyn,F,IND,N550,R242,"$36,007",7553.380871,2236222.6
0101000020E6100000683F5244867E52C0E14389963C604440,40.751849,-73.976945,42 ST-GRD CNTRL,Manhattan,4567S,IRT,R236,R045,"$46,421",6172.978597,2118430.854
0101000020E6100000683F5244867E52C0E14389963C604440,40.751849,-73.976945,42 ST-GRD CNTRL,Manhattan,4567S,IRT,R233,R045,"$46,421",6172.978597,2118430.854
0101000020E6100000683F5244867E52C0E14389963C604440,40.751849,-73.976945,42 ST-GRD CNTRL,Manhattan,4567S,IRT,R238,R046,"$46,421",6172.978597,2118430.854
0101000020E6100000683F5244867E52C0E14389963C604440,40.751849,-73.976945,42 ST-GRD CNTRL,Manhattan,4567S,IRT,R237,R046,"$46,421",6172.978597,2118430.854
0101000020E6100000683F5244867E52C0E14389963C604440,40.751849,-73.976945,42 ST-GRD CNTRL,Manhattan,4567S,IRT,R238A,R046,"$46,421",6172.978597,2118430.854
0101000020E6100000683F5244867E52C0E14389963C604440,40.751849,-73.976945,42 ST-GRD CNTRL,Manhattan,4567S,IRT,R240,R047,"$46,421",6172.978597,2118430.854
0101000020E6100000683F5244867E52C0E14389963C604440,40.751849,-73.976945,42 ST-GRD CNTRL,Manhattan,4567S,IRT,R237B,R047,"$46,421",6172.978597,2118430.854
0101000020E6100000683F5244867E52C0E14389963C604440,40.751849,-73.976945,42 ST-GRD CNTRL,Manhattan,4567S,IRT,R241A,R048,"$46,421",6172.978597,2118430.854
0101000020E61000004F78094E7D7E52C0C5C9FD0E45634440,40.775545,-73.976398,72 ST,Manhattan,BC,IND,N046,R281,"$15,455",32721.41196,38312333.22
0101000020E610000046CEC29E767E52C0AAD216D7F8644440,40.788844,-73.97599,86 ST,Manhattan,1,IRT,R164,R167,"$25,844",6483.803795,2318093.999
0101000020E610000046CEC29E767E52C0AAD216D7F8644440,40.788844,-73.97599,86 ST,Manhattan,1,IRT,R165,R167,"$25,844",6483.803795,2318093.999
0101000020E610000046CEC29E767E52C0AAD216D7F8644440,40.788844,-73.97599,86 ST,Manhattan,1,IRT,R166,R167,"$25,844",6483.803795,2318093.999
0101000020E61000005396218E757E52C033C34659BF494440,40.576152,-73.975925,W 8 ST-AQUARIUM,Brooklyn,FQ,BMT,G011,R312,"$46,114",11322.54123,4052038.461
0101000020E61000005396218E757E52C033C34659BF494440,40.576152,-73.975925,W 8 ST-AQUARIUM,Brooklyn,FQ,BMT,G015,R312,"$46,114",11322.54123,4052038.461
0101000020E6100000483657CD737E52C0D464C6DB4A534440,40.650722,-73.975818,FT HAMILTON PKY,Brooklyn,FG,IND,N543,R289,$0,7398.004114,2516825.702
0101000020E6100000483657CD737E52C0D464C6DB4A534440,40.650722,-73.975818,FT HAMILTON PKY,Brooklyn,FG,IND,N544,R289,$0,7398.004114,2516825.702
0101000020E6100000486AA164727E52C03C8386FE09504440,40.625305,-73.975732,AVE I,Brooklyn,F,IND,N551,R421,"$50,375",7378.235663,1866157.39
0101000020E61000003F726BD26D7E52C0C26D6DE1794F4440,40.620907,-73.975453,22 AVE-BAY PKY,Brooklyn,F,IND,N553,R422,"$50,375",7378.235663,1866157.39
0101000020E61000003412A1116C7E52C0DD0C37E0F3574440,40.68713,-73.975346,FULTON ST,Brooklyn,G,IND,N422,R318,"$18,511",6435.6038,1773979.493
0101000020E610000029CC7B9C697E52C0910DA48B4D614440,40.760179,-73.975196,5 AVE-53 ST,Manhattan,EM,IND,N303,R015,"$56,056",5687.802439,1860992.705
0101000020E610000029CC7B9C697E52C0910DA48B4D614440,40.760179,-73.975196,5 AVE-53 ST,Manhattan,EM,IND,N304,R015,"$56,056",5687.802439,1860992.705
0101000020E61000001E520C90687E52C0C40AB77C24574440,40.680801,-73.975132,BERGEN ST,Brooklyn,23,IRT,R617,R058,"$113,977",5163.444992,1372593.935
0101000020E61000001E520C90687E52C0C40AB77C24574440,40.680801,-73.975132,BERGEN ST,Brooklyn,23,IRT,R618,R058,"$113,977",5163.444992,1372593.935
0101000020E61000000B7C45B75E7E52C06B9E23F25D4A4440,40.580992,-73.974531,NEPTUNE AVE,Brooklyn,F,IND,N562,R426,"$46,114",11322.54123,4052038.461
0101000020E6100000016A6AD95A7E52C03B3AAE46764B4440,40.589547,-73.974295,AVE X,Brooklyn,F,IND,N561,R271,"$46,250",12485.09265,7193619.678
0101000020E610000002B859BC587E52C0BDAC8905BE4E4440,40.615174,-73.974166,AVE N,Brooklyn,F,IND,N555,R423,"$62,083",6573.68922,1519495.979
0101000020E610000002B859BC587E52C0BDAC8905BE4E4440,40.615174,-73.974166,AVE N,Brooklyn,F,IND,N554,R423,"$62,083",6573.68922,1519495.979
0101000020E610000004543882547E52C087BF266BD4574440,40.68617,-73.973908,LAFAYETTE AVE,Brooklyn,C,IND,N110,R283,"$95,500",5495.107397,1823380.083
0101000020E6100000E5B512BA4B7E52C042B5C189E8614440,40.764909,-73.973372,5 AVE-59 ST,Manhattan,NQR,BMT,A006,R079,"$15,455",32721.41196,38312333.22
0101000020E6100000E5B512BA4B7E52C042B5C189E8614440,40.764909,-73.973372,5 AVE-59 ST,Manhattan,NQR,BMT,A007,R079,"$15,455",32721.41196,38312333.22
0101000020E6100000E6CFB7054B7E52C027A5A0DB4B4C4440,40.596065,-73.973329,AVE U,Brooklyn,F,IND,N559,R425,"$77,825",7062.936825,2184133.661
0101000020E6100000D15D1267457E52C06FBA6587F84D4440,40.609147,-73.972986,AVE P,Brooklyn,F,IND,N556,R424,"$39,554",5435.941974,1671530.452
0101000020E6100000BD395CAB3D7E52C02AE27492AD564440,40.677172,-73.972514,7 AVE,Brooklyn,BQ,BMT,B004,R171,"$16,121",6481.072221,1964230.13
0101000020E6100000CA3505323B7E52C068791EDC9D654440,40.79388,-73.972363,96 ST,Manhattan,123,IRT,R168A,R168,"$116,534",6592.535576,2391021.074
0101000020E6100000CA3505323B7E52C068791EDC9D654440,40.79388,-73.972363,96 ST,Manhattan,123,IRT,R168,R168,"$116,534",6592.535576,2391021.074
0101000020E6100000BEA1F0D93A7E52C0EAEA8EC5364D4440,40.603234,-73.972342,KINGS HIGHWAY,Brooklyn,F,IND,N557,R130,"$61,705",5189.96885,1454192.396
0101000020E6100000BEA1F0D93A7E52C0EAEA8EC5364D4440,40.603234,-73.972342,KINGS HIGHWAY,Brooklyn,F,IND,N558,R130,"$61,705",5189.96885,1454192.396
0101000020E6100000B47570B0377E52C09279E40F06644440,40.781435,-73.972149,81 ST-MUSEUM,Manhattan,BC,IND,N044,R187,"$15,455",32721.41196,38312333.22
0101000020E6100000B47570B0377E52C09279E40F06644440,40.781435,-73.972149,81 ST-MUSEUM,Manhattan,BC,IND,N045,R187,"$15,455",32721.41196,38312333.22
0101000020E6100000AA7D3A1E337E52C01EC539EAE8604440,40.757108,-73.97187,51 ST,Manhattan,6,IRT,R243,R049,"$53,131",5692.168737,1860938.377
0101000020E6100000AA7D3A1E337E52C01EC539EAE8604440,40.757108,-73.97187,51 ST,Manhattan,6,IRT,R242,R049,"$53,131",5692.168737,1860938.377
0101000020E6100000AA7D3A1E337E52C01EC539EAE8604440,40.757108,-73.97187,51 ST,Manhattan,6,IRT,R242A,R049,"$53,131",5692.168737,1860938.377
0101000020E61000008201840F257E52C0A45181936D564440,40.675219,-73.971012,GRAND ARMY PLAZ,Brooklyn,23,IRT,R619,R059,"$17,778",7060.357051,2699302.548
0101000020E61000003F1F65C4057E52C094DE37BEF6604440,40.75753,-73.969102,LEXINGTON-53 ST,Manhattan,EM6,IND,N305A,R016,"$64,500",5534.199811,1906016.35
0101000020E61000003F1F65C4057E52C094DE37BEF6604440,40.75753,-73.969102,LEXINGTON-53 ST,Manhattan,EM6,IND,N306,R017,"$64,500",5534.199811,1906016.35
0101000020E61000003F1F65C4057E52C094DE37BEF6604440,40.75753,-73.969102,LEXINGTON-53 ST,Manhattan,EM6,IND,N305,R017,"$64,500",5534.199811,1906016.35
0101000020E610000034D93F4F037E52C0193DB7D095644440,40.785822,-73.968952,86 ST,Manhattan,BC,IND,N043,R186,"$15,455",32721.41196,38312333.22
0101000020E610000034D93F4F037E52C0193DB7D095644440,40.785822,-73.968952,86 ST,Manhattan,BC,IND,N042,R186,"$15,455",32721.41196,38312333.22
0101000020E6100000209BE447FC7D52C007600322C4494440,40.576298,-73.968523,OCEAN PARKWAY,Brooklyn,Q,BMT,B032,R264,"$22,589",4459.30336,1019097.242
0101000020E6100000209BE447FC7D52C007600322C4494440,40.576298,-73.968523,OCEAN PARKWAY,Brooklyn,Q,BMT,B034,R264,"$22,589",4459.30336,1019097.242
0101000020E61000002DB1321AF97D52C0A1F65B3B51664440,40.799354,-73.968329,103 ST,Manhattan,1,IRT,R170,R191,"$94,306",6614.178613,2385202.853
0101000020E610000003B34291EE7D52C083C2A04CA3614440,40.762796,-73.967686,LEXINGTON AVE,Manhattan,456NQR,BMT,A004,R050,"$141,406",4125.256029,1063547.414
0101000020E610000003B34291EE7D52C083C2A04CA3614440,40.762796,-73.967686,LEXINGTON AVE,Manhattan,456NQR,BMT,A002,R051,"$141,406",4125.256029,1063547.414
0101000020E610000003B34291EE7D52C083C2A04CA3614440,40.762796,-73.967686,59 ST,Manhattan,456NQR,IRT,R244,R050,"$141,406",4125.256029,1063547.414
0101000020E610000003B34291EE7D52C083C2A04CA3614440,40.762796,-73.967686,59 ST,Manhattan,456NQR,IRT,R244A,R050,"$141,406",4125.256029,1063547.414
0101000020E610000003B34291EE7D52C083C2A04CA3614440,40.762796,-73.967686,59 ST,Manhattan,456NQR,IRT,R245,R051,"$141,406",4125.256029,1063547.414
0101000020E610000003B34291EE7D52C083C2A04CA3614440,40.762796,-73.967686,59 ST,Manhattan,456NQR,IRT,R245A,R051,"$141,406",4125.256029,1063547.414
0101000020E6100000DB6AD619DF7D52C00D501A6A14584440,40.688123,-73.966742,CLINTON-WASH AV,Brooklyn,G,IND,N420B,R317,"$31,225",6148.341529,1828072.206
0101000020E6100000DB6AD619DF7D52C0FF774485EA664440,40.804032,-73.966742,110 ST-CATHEDRL,Manhattan,1,IRT,R172,R192,"$27,281",6579.740598,2338296.424
0101000020E6100000DB6AD619DF7D52C0FF774485EA664440,40.804032,-73.966742,110 ST-CATHEDRL,Manhattan,1,IRT,R171,R192,"$27,281",6579.740598,2338296.424
0101000020E6100000D3DA34B6D77D52C06E1805C1E3614440,40.764763,-73.966291,LEXINGTON AVE,Manhattan,F,IND,N601,R319,"$33,750",5693.865387,1862415.442
0101000020E6100000FBCE2F4AD07D52C08EC8772975574440,40.683263,-73.965838,CLINTON-WASH AV,Brooklyn,C,IND,N111,R284,"$34,247",5989.624771,2037876.603
0101000020E6100000FBCE2F4AD07D52C08EC8772975574440,40.683263,-73.965838,CLINTON-WASH AV,Brooklyn,C,IND,N112A,R284,"$34,247",5989.624771,2037876.603
0101000020E61000008D429259BD7D52C0B1DF13EB54654440,40.791654,-73.964682,96 ST,Manhattan,BC,IND,N040,R251,"$15,455",32721.41196,38312333.22
0101000020E61000008D429259BD7D52C0B1DF13EB54654440,40.791654,-73.964682,96 ST,Manhattan,BC,IND,N039,R251,"$15,455",32721.41196,38312333.22
0101000020E61000008FAA2688BA7D52C0399B8E006E524440,40.643982,-73.96451,BEVERLEY ROAD,Brooklyn,BQ,BMT,B017,R262,"$113,696",9342.803909,4192019.562
0101000020E610000084640113B87D52C051BEA08504564440,40.672013,-73.96436,EASTERN PKWY,Brooklyn,23,IRT,R621,R060,$0,24251.24851,27403867.4
0101000020E61000007A522635B47D52C0257A19C572674440,40.80819,-73.964124,116 ST-COLUMBIA,Manhattan,1,IRT,R173,R159,"$95,313",7148.864931,2977096.144
0101000020E610000087342A70B27D52C05FD3838252624440,40.768143,-73.964016,68ST-HUNTER COL,Manhattan,6,IRT,R246,R177,"$33,750",5693.865387,1862415.442
